id,title,original_language,vote_average,tags
97,The Drew Carey Show,en,6.508,comedy department store loser sitcom workplace comedy cleveland ohio drew carey ryan stiles diedrich bader cynthia watros kathy kinney bruce helford drew carey drew is an assistant director of personnel in a cleveland department store and he has been stuck there for ten years other than fighting with co worker mimi his hobbies include drinking beer and not being able to get dates to make a few extra bucks he has a micro brewery going in his garage with his buddies
15844,A Kindred Spirit,cn,0.0,drama comedy hong kong sitcom louise lee si kei danny lau dan ram chiang chi kwong louisa so yuk wah kenix kwok ho ying a kindred spirit was a television drama series that was broadcast on tvb jade in hong kong from 15 may 1995 to 13 november 1999 it is one of the longest running drama shows in hong kong television history its exceptional longevity still amazes people in a city where scripted tv drama programs typically only last around 20 episodes the total number of episodes is 1 128 each episode airs a few days in each week the show centres on a family who operates a barbecue pork restaurant in happy valley hong kong and their life
122587,A Couple of Cuckoos,ja,7.033,animation comedy love triangle based on comic romcom slice of life school anime kaito ishikawa akari kito nao toyama konomi kohara hina youmiya 16 year old super studier nagi umino second year student at the megurogawa academy high school was switched at birth on his way to a dinner to meet his birth parents he accidentally meets the brash outspoken erika amano who is determined to make nagi her fake boyfriend as she never wants to actually marry but once nagi makes it to dinner he finds his parents have decided to resolve the hospital switch by conveniently having him marry the daughter his birth parents raised who turns out to be none other than erika herself
244812,Aşk ve Gurur,tr,6.8,drama deniz çatalbaş batuhan demir ceylan batı ali pınar lara aksüt murat senöy a wealthy family faces bankruptcy and must marry off one of their three daughters to tolga a seemingly rich heir the eldest daughter resists despite mutual attraction while her sister pursues him unknown to all tolga is also broke
76572,Soul Land,zh,7.992,animation drama action adventure martial arts based on novel or book reincarnation chinese sect wuxia xianxia isekai donghua based on web novel xuanhuan cultivation shen lei zhang qi wei zhai tao dian zhao lu tang jia san shao tang san spent his life in the tang outer sect dedicated to the creation and mastery of hidden weapons once he stole the secret lore of the inner sect to reach the pinnacle of his art his only way out was death but after throwing himself off the deadly hell s peak he was reborn in a different world the world of douluo dalu a world where every person has a spirit of their own and those with powerful spirits can practice their spirit power to rise and become spirit masters the spirit that awakens within tang san is blue silver grass a useless spirit can he overcome the difficulties to reach the high ranks of spirit masters and bring the glory of the tang sect into this new world
1181,American Experience,en,6.5,documentary biography media coverage usa history current affairs tv s most watched history series brings to life the compelling stories from our past that inform our understanding of the world today
69629,The Gifted,en,7.585,sci fi fantasy action adventure drama mutant superhero based on comic on the run family super power hunted stephen moyer amy acker natalie alyn lind percy hynes white sean teale matt nix a suburban couple s ordinary lives are rocked by the sudden discovery that their children possess mutant powers forced to go on the run from a hostile government the family joins up with an underground network of mutants and must fight to survive
10020,Police Woman,en,6.439,action adventure crime drama undercover agent police los angeles california female cop lapd angie dickinson earl holliman charles dierkop ed bernard susan gailey robert l collins sergeant “pepper ” anderson an undercover cop for the criminal conspiracy unit of the los angeles police department poses undercover from mob girl to prostitute
133490,Family Secrets,tr,8.654,family drama crime kaan urgancıoğlu pınar deniz uğur polat zeyno eracar uğur aslan sema ergenekon ceylin is a fierce rule bending defence attorney whose father was wrongly imprisoned — for her justice always comes before the law ilgaz is a by the book prosecutor who believes the two are the same thing when his brother is accused of murder he has no choice but to go to her for help what follows is a gripping cat and mouse legal thriller built on brilliant opposing chemistry — winner of the international emmy for best telenovela in 2023
13837,Wanted: Dead or Alive,en,7.041,western action adventure drama bounty hunter wild west 19th century steve mcqueen wanted dead or alive is an american western television series starring steve mcqueen as the bounty hunter josh randall it aired on cbs for three seasons from 1958–61 the black and white program was a spin off of a march 1958 episode of trackdown a 1957–59 western series starring robert culp both series were produced by four star television in association with cbs television the series launched mcqueen into becoming the first television star to cross over into comparable status on the big screen
64189,NDR Talk Show,de,6.6,talk
44953,El Señor de los Cielos,es,8.014,crime drama soap drug trafficking drug cartel drug lord telenovela 1990s rafael amaya isabella castillo carmen aub denia agalianou wendy de los cobos luis zelkowicz mariano calasso set in the 1990s these are the life and times of amado carrillo fuentes a man who became the head of the juárez cartel nicknamed “el señor de los cielos” lord of the skies because of the large fleet of airplanes he used to transport drugs he was also known for washing more than 200 million through colombia to finance his huge fleet he is described as the most powerful drug trafficker of his time
39852,The Sinner,en,7.458,crime drama based on novel or book anthology murder memory loss drugs murder investigation religiosity sisterhood psychotic attack bill pullman frances fisher alice kremelberg neal huff cindy cheung derek simonds in a small new york town a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons
232668,Oxygen Masks Will Not Drop Down Automatically,pt,9.4,drama new york city drug smuggling lgbt flight attendant 1980s río hiv aids epidemic brazil johnny massaro bruna linzmeyer ícaro silva eli ferreira júlio machado thiago pimentel leonardo moreira patricia corso 1988 a brazilian flight attendant named fernando jets between rio and new york loves many men and lives life to the fullest he ignores the fact that lots of people around him are contracting a mysterious illness when he himself is diagnosed with hiv he resolves to fight it taking a risk he smuggles a drug out of the us and into brazil where it is illegal
2720,TaleSpin,en,7.4,family animation kids action adventure pilot cartoon bear ed gilbert sally struthers baloo the bear stars in an adventurous comedy of love and conflict with his friend kit cloudkicker rebecca cunningham and her daughter molly purchase baloo s failing company and baloo must fly transport runs to clear his debt while dodging don karnage and his sky pirates
21220,Father Matteo,it,6.3,drama comedy mystery crime family investigation murder priest carabinieri terence hill nino frassica nathalie guetta francesco scali enrico oldoini don matteo is a thoroughly ordinary catholic priest with an extraordinary ability to read people and solve crimes he’s a parish priest who never met an unjustly accused person he didn’t want to help
71915,Good Omens,en,8.025,comedy drama sci fi fantasy angel prophecy based on novel or book anti christ end of the world armageddon demon lgbt witch hunt end of times four horsemen of the apocalypse michael sheen david tennant neil gaiman aziraphale and crowley of heaven and hell respectively have grown rather fond of the earth so it s terrible news that it s about to end the armies of good and evil are amassing the four horsemen are ready to ride everything is going according to the divine plan except that someone seems to have misplaced the antichrist can our heroes find him and stop armageddon before it s too late
1871,EastEnders,en,4.2,soap drama crime london england british pub east end of london cockneys east london julia smith tony holland the everyday lives of working class residents of albert square a traditional victorian square of terrace houses surrounding a park in the east end of london s walford borough
284488,Harmony Secret,th,7.8,drama lesbian relationship lgbt girl power hotel business girls love gl inflammatory punyapat wangpongsathaporn saranphat pedersen ladapa thongkham jiratchaya kittavornsakul akalavut mankalasut two business heiresses—aiwarin and maevika—from a hotel empire and from a department store dynasty respectively compete for a national duty free bid from the moment they meet an undeniable attraction sparks
117378,Mouse,ko,8.364,crime mystery sci fi fantasy detective investigation psychopath serial killer crime scene killer wrongful suspicion murder mystery falling into madness lee seung gi lee hee jun park ju hyun kwon hwa woon kyung soo jin a psychopath s ruthless serial murders have left the entire nation gripped by fear and chaos an honest justice seeking rookie police officer and a veteran detective with a tragic past face off against the killer after their encounter with the psychopath their lives change completely
119806,The Shadow Team,tr,7.265,war politics drama action adventure special ops tolga sarıtaş rabia soytürk serdar yeğin melisa akman yunus emre yıldırımer ethem özışık a team of elite agents within turkey s national intelligence organisation are recruited for covert operations — on the condition that the outside world believes they are dead led by veteran officer mete bey the shadow team carries out high stakes missions at home and abroad battling terrorist networks and foreign threats to national security drawn from real events it s turkey s answer to the spy thriller genre — patriotic action packed and relentlessly tense
72517,Classroom of the Elite,ja,8.427,animation drama mystery classroom delinquent bullying elite survival school based on manga anime mind games psychological tsundere battle royale suspense based on light novel shoya chiba akari kito ayana taketatsu yurika kubo mao ichimichi kiyotaka ayanokouji enrolls at the prestigious tokyo koudo ikusei academy but is assigned to class 1 d where students with behavioral problems are housed the school awards points equivalent to 100 000 yen per month and allows unusual freedom in classes masking a more complex system
4615,Hercules: The Legendary Journeys,en,6.951,action adventure drama sci fi fantasy hero mythology greek mythology mythical creature sword fight ares adventurer demigod hercules action hero hera legendary hero good versus evil kevin sorbo michael hurst christian williams the legendary son of zeus journeys across the earth fighting monsters and helping people
94951,Mythic Quest,en,7.212,comedy video game sitcom workplace comedy video game development mischievous playful lighthearted hilarious farcical joyful rob mac charlotte nicdao ashly burch naomi ekperigin jessie ennis rob mac charlie day megan ganz meet the team behind the biggest multiplayer video game of all time but in a workplace focused on building worlds molding heroes and creating legends the most hard fought battles don’t occur in the game—they happen in the office
65844,KONOSUBA - God's blessing on this wonderful world!,ja,8.547,action adventure animation comedy sci fi fantasy magic slapstick comedy parody goddess parallel world alternative reality anime isekai fantasy based on light novel adventure jun fukushima sora amamiya rie takahashi ai kayano after a traffic accident kazuma sato’s disappointingly brief life was supposed to be over but he wakes up to see a beautiful girl before him she claims to be a goddess aqua and asks if he would like to go to another world and bring only one thing with him kazuma decides to bring the goddess herself and they are transported to a fantasy world filled with adventure ruled by a demon king now kazuma only wants to live in peace but aqua wants to solve many of this world’s problems and the demon king will only turn a blind eye for so long…
900,Skins,en,8.136,drama comedy england drugs teenage sexuality teenage romance teen drama bryan elsley jamie brittain irreverent comedy drama which follows the messy lives loves delirious highs and inevitable lows of a group of raucous teenage friends in bristol
248416,The Twisted Tale of Amanda Knox,en,6.657,drama based on novel or book based on true story murder miniseries grace van patten sharon horgan francesco acquaroli giuseppe de domenico john hoogenakker k j steinberg amanda knox arrives in italy for her study abroad only to be wrongfully imprisoned for murder weeks later follow knox s relentless fight to prove her innocence and reclaim her freedom and examines why authorities and the world stood so firmly in judgment
2942,The Tudors,en,7.828,drama romance england monarchy royal family tudor anne boleyn king of england henry viii palace intrigue historical drama 16th century simulated sex jonathan rhys meyers henry cavill sarah bolger max brown david o hara michael hirst the tudors is a history based drama series following the young vibrant king henry viii a competitive and lustful monarch who navigates the intrigues of the english court and the human heart with equal vigor and justifiable suspicion
33301,Franklin & Bash,en,7.321,drama comedy male friendship lawyer law firm dramedy legal drama legal mark paul gosselaar breckin meyer malcolm mcdowell reed diamond toni trucks kevin falls bill chais when they re not hanging out at their favorite hot dog stand pontificating on what they d go through to enjoy a night with their favorite female celebrities jared franklin and peter bash are chasing down their latest clients sometimes literally with business cards in hand they re ready to nab a client within seconds after a car accident arrest for solicitation or any other incident where their legal services may be needed once in the courtroom they show their flair for the dramatic and the shocking
6467,Chicago Hope,en,7.165,soap drama chicago illinois medicine hospital doctor medical drama adam arkin mark harmon héctor elizondo rocky carroll lauren holly david e kelley chicago hope is an american medical drama television series created by david e kelley it ran on cbs from september 18 1994 to may 4 2000 the series is set in a fictional private charity hospital in chicago illinois
68073,The Loud House,en,7.798,animation comedy family kids mystery dysfunctional family family dynamics large family nick fisher cristina pucelli grey delisle liliana mumy nika futterman chris savino welcome to the loud house where life can get pretty crazy one boy ten girls lincoln loud wouldn’t change it for the world
244043,Eat the poor Taoist,zh,8.3,documentary jun zhang jun zhang
8514,RuPaul's Drag Race,en,7.453,reality competition drag queen clothing cross dressing fashion lgbt impersonation burlesque fashion show drag reality competition ballroom culture drag queen competition lip syncing rupaul michelle visage rupaul fenton bailey randy barbato join rupaul the world s most famous drag queen as the host mentor and judge for the ultimate in drag queen competitions the top drag queens in the u s will vie for drag stardom as rupaul in full glamazon drag will reign supreme in all judging and eliminations while helping guide the contestants as they prepare for each challenge
46518,Masters of the Air,en,7.786,drama war politics world war ii aerial combat miniseries bomber pilot army air force cliché pretentious austin butler callum turner anthony boyle nate mann stephen campbell moore john orloff during world war ii airmen risk their lives with the 100th bomb group a brotherhood forged by courage loss and triumph
236291,Villa Rosa,af,6.0,soap lieb bester jaco vermeulen yutame venter marcus muller stefan vermaak leon van nierop in bloemfontein there is a guest house where the walls have ears and where there is daily drama intrigue and also a lot of comedy
84958,Loki,en,8.174,drama sci fi fantasy secret organization time time travel superhero based on comic spin off marvel cinematic universe mcu alternate timeline woman director multiverse tom hiddleston sophia di martino wunmi mosaku eugene cordero ke huy quan michael waldron after stealing the tesseract during the events of “avengers endgame ” an alternate version of loki is brought to the mysterious time variance authority a bureaucratic organization that exists outside of time and space and monitors the timeline they give loki a choice face being erased from existence due to being a “time variant” or help fix the timeline and stop a greater threat
18486,Pavitra Rishta,hi,6.3,drama ankita lokhande sushant singh rajput hiten tejwani shruti kanwar asha negi ekta kapoor pavitra rishta is an indian soap opera that airs on zee tv it premiered on 1 june 2009 and airs weeknights it is produced by ekta kapoor of balaji telefilms pavitra rishta portrays the life of two common middle class maharashtrian families in the city of mumbai and their day to day life it particularly focuses on the journey of the couple manav and archana and their grown up children
248830,Stick,en,7.254,comedy drama golf road trip ex husband ex wife relationship mentor protégé relationship amateur sports mentoring teenager rv motorhome new start golf tournament golf pro phenom owen wilson peter dager lilli kay mariana treviño marc maron jason keller pryce cahill was headed for golf greatness when an on course meltdown derailed his career now struggling to stay afloat he goes all in to mentor santi—a teenage phenom with immense potential—and maybe save himself
14955,Point of View,en,6.9,documentary since its 1988 premiere this critically acclaimed documentary series has presented hundreds of films that put a human face on contemporary social issues by relating a compelling story in an intimate fashion pov has won virtually every major film and broadcasting award available including 38 emmys 22 peabody awards and three oscars
39429,You Hee-yeol's Sketchbook,ko,6.3,talk talk show musician concert music festival live music k pop late night show music show you hee yeol you hee yeol you hee yeol s sketchbook is a korean pop music program that is both a talk show and live music show the host of this program is you hee yeol also known as toy a one man project band this program has aired since april 24 2009
4397,V.I.P.,en,5.343,action adventure comedy crime martial arts bodyguard pamela anderson molly culver shaun baker natalie raitano leah lail j f lawton while attending a hollywood premiere with a famous action star a crazed fan pulls a gun—but her movie hunk turns into a coward and it s vallery who becomes the hero suddenly she s thrown into a world of action and danger as owner of a hollywood protection agency vallery irons protection v i p taking risks to protect others at a price few are willing to pay
399,Soccer AM,en,6.3,comedy talk sports football soccer peter dale soccer am is a british saturday morning football based comedy talk show predominantly based around the premier league originally presented by jane hoffen gary stevens and russ williams they lasted just a year before helen chamberlain and tim lovejoy replaced them where lovejoy served for over a decade he has since been replaced by andy goldstein and more recently max rushden the show has been aired on sky sports 2 each saturday morning of the football season since 1995 from 7 00am or 9 00am to noon originally and currently between 10 00am and 12 00pm in early 2009 the 500th episode was broadcast although the show is filmed live from 2010 it has been broadcast on a momentary delay due to bad language and or inappropriate content from certain guests the show s current sponsor is procter gamble through their head shoulders brand the show was previously sponsored by frijj a brand of milkshake after dairy crest signed a 2 million sponsorship deal parts of the show have remained since the beginning whilst new items have been introduced each season in that respect it is almost the same every week the difference being new football footage and comedy skits every week sees a new group of celebrity guests generally featuring at least one footballer who is free on the saturday and a mix of musicians tv personalities and other sportsmen
73375,Tom Clancy's Jack Ryan,en,7.682,action adventure drama central intelligence agency cia based on novel or book intelligence espionage jack ryan national security ex military analyst counterterrorism government agency intelligence service cia analyst john krasinski wendell pierce abbie cornish okieriete onaodowan louis ozawa graham roland carlton cuse when cia analyst jack ryan stumbles upon a suspicious series of bank transfers his search for answers pulls him from the safety of his desk job and catapults him into a deadly game of cat and mouse throughout europe and the middle east with a rising terrorist figurehead preparing for a massive attack against the us and her allies
72637,Once,es,8.631,comedy family soap sports football soccer mariano gonzález juan david penagos sebastián athié luan brum paulina vetrano jorge edelstein the series revolves around gabo a soccer loving teenager who upon receiving a scholarship from the prestigious sports academic institute iad of buenos aires will see his dream of playing at los halcones dorados the renowned amateur team of the school and also his longing to become a professional footballer
12323,Beyond Belief: Fact or Fiction,en,7.205,documentary mystery reality jonathan frakes can you tell the difference between fact and fiction several stories of strange mysterious and incredible occurrences are chronicled during each episode it is up to the viewer to decide which stories actually happened and which were completely fabricated by the show’s writers the answer is revealed by jonathan frakes at the conclusion of each episode
13887,Lawman,en,6.0,western wyoming usa lawman 19th century john russell peter brown peggie castle lawman is an american western television series originally telecast on abc from 1958 to 1962 starring john russell as marshal dan troop and featuring peter brown as deputy marshal johnny mckay the series was set in laramie wyoming during 1879 and the 1880s warner bros already had several western series on the air at the time having launched cheyenne with clint walker as early as 1955 the studio continued the trend in 1957 with the additions of maverick with james garner and jack kelly colt 45 with wayde preston and sugarfoot with will hutchins one year later warner bros added lawman and bronco with ty hardin prior to the beginning of production russell and brown and producer jules schermer made a pact to maintain the quality of the series so that it would not be seen as just another western at the start of season two russell and brown were joined by peggie castle as lily merrill the owner of the birdcage saloon and a love interest for dan
91552,Departure,en,6.5,drama crime airplane conspiracy airplane accident blunt archie panjabi mark rendall kristen holden ried patrick sabongui savonna spracklin vincent shiao follow the mystery of flight 716 a passenger plane that vanishes over the atlantic ocean following the mysterious crash recently widowed brilliant aviation investigator kendra malley is called in to investigate by her former boss and mentor howard lawson
1554,QI,en,7.931,comedy talk game show quiz trivia panel show knowledge sandi toksvig alan davies john lloyd comedy quiz show full of quirky facts in which contestants are rewarded more if their answers are quite interesting
135157,Alchemy of Souls,ko,8.6,drama sci fi fantasy action adventure mystery martial arts assassin hero prince secret organization body exchange supernatural love romance female assassin historical fiction martial arts master body swap alchemy wizard hidden identity soul transference cheerful girl master apprentice relationship lee jae wook go youn jung minhyun moon seong hyun shin seung ho hong jeong eun hong mi ran park joon hwa a powerful sorceress in a blind woman s body encounters a man from a prestigious family who wants her help to change his destiny
10980,"Have Gun, Will Travel",en,7.33,western action adventure drama wild west gunfighter post civil war 19th century quotes quotations richard boone sam rolfe herb meadow have gun – will travel is an american western television series that aired on cbs from 1957 through 1963 it was rated number three or number four in the nielsen ratings every year of its first four seasons it was one of the few television shows to spawn a successful radio version the radio series debuted november 23 1958 the television show is presently shown on the encore western channel have gun – will travel was created by sam rolfe and herb meadow and produced by frank pierson don ingalls robert sparks and julian claman there were 225 episodes of the tv series 24 written by gene roddenberry other contributors included bruce geller harry julian fink don brinkley and irving wallace andrew mclaglen directed 101 episodes and 19 were directed by series star richard boone
2098,Batman: The Animated Series,en,8.585,action adventure animation drama mystery detective asylum race against time cartoon superhero based on comic organized crime super power super villain death of parent dc animated universe dcau kevin conroy bruce timm eric radomski vowing to avenge the murder of his parents bruce wayne devotes his life to wiping out crime in gotham city as the masked vigilante batman
241609,Your Friends & Neighbors,en,7.755,drama crime comedy stealing wealthy fired from the job ex husband ex wife relationship financial crisis divorced man family issues affair black comedy jon hamm amanda peet olivia munn hoon lee mark tallman jonathan tropper when a financial titan suddenly finds himself divorced and jobless he starts robbing his wealthy neighbors to stay afloat stealing from his own social circle strangely exhilarates him—but he gradually gets tangled in a deadly web
129478,The King's Affection,ko,8.09,drama love triangle romance teacher cross dressing historical fiction twins historical first love child abandonment hidden identity joseon dynasty 1392–1910 gender bender based on manhwa bold bisexual park eun bin rowoon nam yoon su bae yoon kyung choi byung chan han hee jung when the crown prince is killed his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret
1059,T. J. Hooker,en,6.521,drama crime police rookie cop william shatner heather locklear james darren aaron spelling rick husky sergeant thomas jefferson hooker is a tough as nails veteran police officer with the lcpd who turns his back on a gold badge and goes back to patrolling the streets and training recruits along with his young partners in blue hooker take on lake city s toughest criminals
3322,Oz,en,8.048,crime drama prison experiment dystopia revenge betrayal racism drugs inmate catholicism aryan prison life abuse of power lee tergesen harold perrineau dean winters eamonn walker ernie hudson tom fontana the daily lives of prisoners in emerald city an experimental unit of the oswald maximum security prison where ingroups muslims latinos italians aryans stick close to their mutual friends and terrorize their mutual enemies
45094,The Following,en,6.897,crime drama fbi self destruction cult serial killer murder investigation kevin bacon james purefoy shawn ashmore jessica stroup sam underwood kevin williamson notorious serial killer joe carroll after being found guilty of murdering 14 female students on the virginia college campus where he taught literature escapes from death row the fbi calls former agent ryan hardy to consult on the case as he was the one responsible for carroll’s capture in 2003 ryan working closely with an fbi team including mike weston and fbi specialist debra parker piece together the ever growing web of murders orchestrated by the devious carroll
221851,Marry My Husband,ko,8.489,drama sci fi fantasy comedy based on novel or book infidelity time travel revenge romance second chance terminal disease based on webcomic or webtoon chaebol betrayed by a friend evil friend evil significant other admiring amused empathetic park min young na in woo lee yi kyung song ha yoon lee gi kwang shin yoo dam kang ji won a terminally ill cancer patient is killed by her husband and best friend after she witnesses them having an affair she wakes up 10 years before the incident and decides to seek revenge with the help of yu ji hyuk a director at the company where she works now she must reclaim her fate and eliminate the trash from her life
1663,The Six Million Dollar Man,en,7.284,sci fi fantasy action adventure drama secret organization secret agent bionic superhuman abilities cybernetics lee majors martin e brooks richard anderson kenneth johnson martin caidin follow the adventures of steve austin cybernetically enhanced astronaut turned secret agent employed by the osi under the command of oscar goldman and supervised by the scientist who created his cybernetics rudy wells steve uses the superior strength and speed provided by his bionic arm and legs and the enhanced vision provided by his artificial eye to fight enemy agents aliens mad scientists and a wide variety of other villains
1998,Moonlighting,en,7.522,comedy drama mystery crime detective yuppie romance model private detective detective agency cybill shepherd bruce willis allyce beasley curtis armstrong glenn gordon caron after being duped and going bankrupt model maddie is convinced by david to become a partner in a detective agency together they solve various cases while getting comfortable with each other
31179,The Lone Ranger,en,6.8,western action adventure clayton moore jay silverheels fran striker george w trendle the lone ranger is an american western television series that ran from 1949 to 1957 starring clayton moore with jay silverheels as tonto the live action series initially featured gerald mohr as the episode narrator fred foy served as both narrator and announcer of the radio series from 1948 to its finish and became announcer of the television version when story narration was dropped there this was by far the highest rated television program on the abc network in the early 1950s and its first true hit
212907,La promesa,es,8.48,drama mystery soap ana garcés eva martín maría castro manuel regueiro joaquín climent josep cister rubio in 1913 spain a woman gets a job at the palace of la promesa as a reward for saving the marquesses son but nobody knows that she has her own plans which involve avenging her mother s death and finding her missing brother
117067,KinnPorsche: The Series,th,8.7,action adventure crime drama stockholm syndrome based on novel or book kidnapping bodyguard bartender rivalry family relationships mafia bromance torture bdsm gun violence angst sexual assault gay romance gay relationship skilled fighter boys love bl psychological manipulation violence gay love mafia family lgbtq poor man rich man sociopath second lead bisexual male lead phakphum romsaithong nattawin wattanagitiphat wichapas sumettikul jakapan puttha jeff satur sitthichai panya patchayamon theewasujaroen porsche agrees to guard mafia heir kinn for his family s sake but fighting off danger soon turns into fighting his own feelings
6489,Klan,pl,5.455,soap nurse nun husband wife relationship wheelchair married couple big family alzheimer s disease hiv family relationships conflict doctor parent disease ecology family social life telenovela kids warsaw poland drug store father son relationship mother son relationship father daughter relationship mother daughter relationship brother sister relationship sister sister relationship grandfather grandson relationship 2000s 2010s grandmother grandson relationship grandmother granddaughter relationship kaja paschalska tomasz bednarek barbara bursztynowicz andrzej grabarczyk paulina holtz paweł karpiński wojciech niżyński family is the most important thing and the children of władysław and maria lubicz from warsaw can always count on each other no matter what surprises life offers
4313,Full House,en,7.542,comedy family baby friendship friends family single father sitcom father daughter relationship john stamos bob saget dave coulier candace cameron bure jodie sweetin jeff franklin after the death of his wife danny enlists his best friend and his brother in law to help raise his three daughters d j stephanie and michelle
63401,We Bare Bears,en,7.736,animation comedy kids cartoon bear adventurer calm ambiguous enchant eric edelstein demetri martin bobby moynihan daniel chong three brother bears awkwardly attempt to find their place in civilized society whether they re looking for food trying to make human friends or scheming to become famous on the internet grizzly panda and ice bear stack atop one another when they leave their cave and explore the hipster environs of the san francisco bay area and it s clear the siblings have a lot to learn about a technologically driven world by their side on many adventures are best friend chloe the only human character in the cast fame obsessed panda nom nom and charlie aka bigfoot
1274,Six Feet Under,en,8.122,drama sibling relationship widow family business dysfunctional family dark comedy death of father business family drama los angeles california family death funeral home mortuary anxious dramatic depressing apologetic derogatory peter krause michael c hall frances conroy lauren ambrose freddy rodríguez alan ball when death is your business what is your life for the fisher family the world outside of their family owned funeral home continues to be at least as challenging as—and far less predictable than—the one inside
103913,Tehran,he,7.528,drama israel hacker mossad espionage iran mischievous adoring euphoric exhilarated matter of fact sincere niv sultan shaun toub shervin alenabi hugh laurie dana eden moshe zonder maor kohn daniel syrkin tamar is a mossad hacker agent who infiltrates tehran under a false identity to help destroy iran s nuclear reactor but when her mission fails tamar must plan an operation that will place everyone dear to her in jeopardy
210081,Sherri,en,2.633,talk sherri shepherd rolonda watts sherri shepherd sherri shepherd actress comic and emmy award winning longtime co host of the view appears before a live audience with a daily dose of pop culture comedy conversations and daytime talk staples including celebrity and human interest interviews
4229,Dexter's Laboratory,en,7.655,animation comedy sci fi fantasy villain house robot scientist family boy genius brother sister candi milo kat cressida jeff bennett kath soucie genndy tartakovsky dexter a boy genius with a secret laboratory constantly battles his sister dee dee who always gains access despite his best efforts to keep her out as well as his arch rival and neighbor mandark
25149,Captains and the Kings,en,8.75,drama irish american miniseries period drama 19th century richard jordan harvey jason patty duke blair brown robert vaughn rags to riches tale of an irish immigrant in late 1800s based on the novel by taylor caldwell
261579,Secret Level,en,7.408,animation sci fi fantasy action adventure anthology based on video game adult animation tim miller adult animated series of original short stories which are set within the worlds of beloved video games each episode serves as a gateway to a new adventure unlocking exciting worlds from beloved gaming classics and highly anticipated new titles
40905,SOKO Stuttgart,de,6.6,crime stuttgart germany police police detective murder investigation procedural peter ketnath benjamin strecker astrid m fünderich karl kranzkowski mike zaka sommerfeldt the soko stuttgart team investigates analytically and with sensitivity in the likeable state capital the exciting cases of the series lead them to bizarre crime scenes and to different milieus
13286,Peak Practice,en,6.5,drama small town doctor peak district country doctor derbyshire maggie o neill susannah corbett eva pope gray o brien simon shepherd peak practice is a british drama series about a gp surgery in cardale — a small fictional town in the derbyshire peak district — and the doctors who worked there it ran on itv from 10 may 1993 to 30 january 2002 and was one of their most successful series at the time it originally starred kevin whately as dr jack kerruish amanda burton as dr beth glover and simon shepherd as dr will preston though the roster of doctors would change many times over the course of the series cardale was based on the staffordshire village of longnor for the final series but was previously based in the derbyshire village of crich although certain scenes were filmed at other nearby derbyshire towns and villages most notably matlock belper and ashover
72896,My Little Old Boy,ko,7.0,reality talk variety show single man single woman mother and son shin dong yup seo jang hoon kwak seung young how much do you know about your grown up son in mom’s diary the daily lives of the grown up celebrity sons are closely observed by their mothers do you know why your son drinks so much these days how much do you know about your son’s philosophy in his life style heart warming moments of observational communication between a mother and a son can be seen on mom’s diary
88055,Servant,en,7.506,drama mystery philadelphia pennsylvania psychological thriller psychological horror horror lauren ambrose toby kebbell nell tiger free rupert grint tony basgallop a philadelphia couple are in mourning after an unspeakable tragedy creates a rift in their marriage and opens the door for a mysterious force to enter their home
3498,Wizards of Waverly Place,en,8.629,comedy sci fi fantasy kids wizard teen witch selena gomez david henrie jake t austin jennifer stone david deluise todd j greenwald alex justin and max russo are not your ordinary kids they re wizards in training while their parents run the waverly sub station the siblings struggle to balance their ordinary lives while learning to master their extraordinary powers
648,The Incredible Hulk,en,7.234,sci fi fantasy action adventure drama hero transformation superhero based on comic tragic hero scientist rage anger physician metamorphosis strength lonely investigative reporter green smash don t make me angry david banner gamma radiation iconic character bill bixby lou ferrigno jack colvin charles napier kenneth johnson during an experiment gone bad radiation turns a scientist into a raging green behemoth whenever he becomes agitated unable to control his transformations david banner searches for a cure as he crosses the country fugitive style with a dogged tabloid reporter on his trail
498,Late Show with David Letterman,en,6.439,talk comedy late night show irreverent hilarious david letterman paul shaffer alan kalter david letterman uses mature humor to appeal to his audience in this weeknight series which gets its music from a house band led by paul shaffer among the show s most famous segments are the top ten list and stupid pet tricks the latter of which subsequently led to an additional recurring segment called stupid human tricks
256059,"Ready, Steady, Cook",en,8.0,reality cooking cookery ainsley harriott talented chefs battle it out against the clock creating delicious dishes in 20 minutes
92621,Brassic,en,8.351,comedy drama crime friends dark comedy working class lancashire grand joseph gilgun michelle keegan steve evets tom hanson aaron heffernan daniel brocklehurst joseph gilgun a group of working class friends finding unconventional ways to win at life in suburban northern england these lads have dealt scammed bribed and conned their way through adolescence but now their dealing and stealing is catching up with them and a whole load of trouble is heading their way
136283,The Glory,ko,8.5,drama crime anti hero bullying based on true story sociopath revenge teacher miniseries female protagonist high school student social issues aggressive time skip suspense melodrama brisk enraged tragic song hye kyo lee do hyun im ji yeon yeom hye ran park sung hoon kim eun sook an gil ho years after surviving horrific abuse in high school a woman puts an elaborate revenge scheme in motion to make the perpetrators pay for their crimes
3572,Kojak,en,7.235,crime drama mystery new york city police police detective nypd telly savalas dan frazer kevin dobson george savalas mark russell abby mann a bald lollipop sucking police detective with a fiery righteous attitude battles crime in new york city
